name,yearpublished,minplayers,maxplayers,rating,designer,publisher
Delve the Card Game,2009,1,1,6.097,Drew Chamberlain,(Web published)
Stonewall's Last Battle  The Chancellorsville Campaign,1996,1,2,7.528,Ed Beach,The Avalon Hill Game Co
Mystery Rummy  Al Capone and the Chicago Underworld,2003,2,4,6.867,Mike Fitzgerald,Eagle-Gryphon Games
Intersection,1980,2,4,6.518,Sid Sackson,Aladdin
Hail Hydra,2018,5,8,6.768,Nick Metzler,Spin Master Ltd.
Highway to the Kremlin,2001,2,4,7.55,Kevin Zucker,OSG (Operational Studies Group)
Filthy Rich,1998,2,5,6.374,Richard Garfield,Wizards of the Coast
Trans Europa & Trans Amerika,2018,2,6,7.098,Franz-Benno Delonge,Ravensburger Spieleverlag GmbH
The Enigma Box,2017,1,4,6.987,(Uncredited),(Self-Published)
Uruk II  Die Entwicklung geht weiter,2014,2,5,6.668,Hanno Kuhn,DDD Verlag GmbH
The Blood of an Englishman,2016,2,2,6.728,Dan Cassar,Renegade Game Studios
Worm Up!,1994,3,5,5.852,Alex Randolph,999 Games
H\u00e5tunaleken,1977,2,3,4.347,Bo Forsman,Alga
War Room,2019,2,6,8.475,Larry Harris,Nightingale Games
\u00a1Cobardes!,2017,2,2,6.26,Paco G\\u00f3mez,Tranjis Games
The Moscow Campaign,1972,2,2,6.593,Jim Dunnigan,SPI (Simulations Publications
LifeLinks,2000,1,8,5.5,Diane Doherty,Eight Foot Llama
Award Show,2005,2,6,4.183,Todd Breitenstein,Twilight Creations
Game of Thrones  The Card Game,2012,2,2,6.272,Eric M. Lang,cutia.ro
Pass Word,1994,4,16,6.328,Craig Clark Williamson,Hasbro
Warlock,2013,3,5,6.576,Fabrice Vandenbogaerde,Quined Games
La Stanza,2019,2,4,6.95,Nuno Bizarro Sentieiro,Quined Games
Nile DeLuxor,2011,2,6,6.62,Daniel Callister,Minion Games
Athens,2018,2,4,5.475,Sungwoo Hyun,Baccum Inc.
Grunwald 1410,1999,2,2,5.73,Ted Raicer,Kokusai-Tsushin Co.
Deus Ex Machina,2016,2,4,6.749,Harry Haralampidis,AlcyonCreative
Picassimo,2016,3,6,6.325,Carlo A. Rossi,HABA
Flux,1986,2,6,5.321,Julian Musgrave,Lancelot Games
Cooper Island,2019,2,4,7.718,Andreas \\ode.\\ Odendahl,Frosted Games
Rally,2001,2,6,9.0,Tyler Sigman,Mythrole Games
Targui,1988,2,4,6.366,Wil Dijkstra,Jumbo
Honor of the Samurai,1996,3,6,5.91,Scott Kimball,AMIGO
Protzen,2000,2,6,4.629,J\\u00fcrgen P. Grunau,Schmidt Spiele
The Siege of Constantinople,1978,1,2,5.843,Richard H. Berg,SPI (Simulations Publications
Peloponnes Card Game,2015,2,5,6.828,Bernd Eisenstein,Irongames
Atak Zombie,2014,2,4,6.146,Piotr Pie\\u0144kowski,FoxGames
End of the Iron Dream,1985,1,4,6.816,Ty Bomba,3W (World Wide Wargames)
Tens\u00e3o Total,2009,2,6,5.646,Bruno Faidutti,Grow Jogos e Brinquedos
DreadBall (Second Edition),2018,2,2,8.562,James M. Hewitt,Mantic Games
Oi! Dat's My Leg!,1989,2,4,4.479,Andy Jones,Games Workshop Ltd.
Villainous Vikings (Second Edition),2014,3,5,6.814,Jeremy Stoltzfus,Victory Point Games
Strategy I,1971,2,8,6.419,Jim Dunnigan,SPI (Simulations Publications
Fleets 2025  East China Sea,2008,2,2,6.67,Chris Taylor (I),Victory Point Games
Amyitis,2007,2,4,6.971,Cyril Demaegd,HUCH!
Chicken Run  The Chicken Pot Pie Game,2000,2,4,5.821,(Uncredited),Hasbro
Leaping Lemmings,2010,2,6,6.46,John Poniske,GMT Games
Newtown,2013,2,2,7.338,Don Hanle,GMT Games
Die Perlen der Scheherazade,1992,3,6,5.714,Albrecht Werstein,Zoch Verlag
Mystery Rummy  Jack the Ripper,1998,2,4,6.957,Mike Fitzgerald,Eagle-Gryphon Games
Let's Go Fishin',1979,1,4,4.398,Ching H. Lee,(Unknown)
Darwinci,2009,3,5,5.782,Martin Schlegel,LudoArt Verlag
Pocket Imperium,2013,2,4,6.267,David J. Mortimer,Games Factory Publishing
Port of Piraeus,2015,3,6,5.886,Andrey Alexandrov,GaGa Games
Easy Breezy Travel Agency,2014,2,4,5.81,J. Alex Kevern,Dice Hate Me Studio
Gary Gouda,2011,2,4,6.418,Guido Hoffmann,HABA
Zanzibar,2007,2,5,5.577,Franz-Benno Delonge,Winning Moves Germany
Siege,2016,2,6,5.344,Jeremie Kletzkine,Alderac Entertainment Group
Clue  Dungeons & Dragons,2001,2,6,5.843,(Uncredited),USAopoly
By Jove,1983,2,6,4.915,John Lacey,Aristoplay
Air Baron,1996,2,6,6.389,Evan Davis (I),The Avalon Hill Game Co
Trivial Pursuit  Book Lover's Edition,2004,2,4,4.449,(Uncredited),Parker Brothers
Jackal Archipelago,2017,1,4,6.737,Dmitry Kibkalo,Magellan
Wiraqocha,2011,2,4,6.601,Henri Kermarrec,Arclight
Sundae Split,2017,2,5,6.88,Nate Bivins,Foxtrot Games
Risk  Black Ops,2008,3,5,6.876,Rob Daviau,Hasbro
Muses,2013,1,1,5.6,Adam Taylor,Good Little Games
Birds of Prey  Air Combat in the Jet Age,2008,2,8,7.614,Philip A. Markgraf,Ad Astra Games
Manimals,2006,2,6,6.345,Bernhard Naegele,Adlung-Spiele
Nur die Ziege z\u00e4hlt,2009,3,6,6.026,G\\u00fcnter Burkhardt,AMIGO
King Tut,1994,2,4,5.0,Brian Taylor,Paul Lamond Games Ltd
Champion Hill,1996,1,2,7.152,Dean Essig,The Gamers
Dice Fishing  Roll and Catch,2016,2,5,6.477,Satoru Nakamura (\\u4e2d\\u6751\\u8061),March Hare Games
Quest Stories,2016,3,5,6.576,Pablo Grande,Ediciones Primigenio
York Town,1981,2,4,4.837,Marco Donadoni,International Team
The Horse Soldiers  Forrest at Bay,1988,2,2,6.077,Richard H. Berg,3W (World Wide Wargames)
Gringo!,2004,1,6,7.178,Richard H. Berg,GMT Games
Times,1992,2,5,6.532,Uwe Rosenberg,Fun Connection
Yetisburg  Titanic Battles in History,2008,2,2,5.733,Joshua J. Frost,Paizo Publishing
Survival \/ The Barbarian,1979,1,6,5.035,Ian Livingstone,Games Workshop Ltd.
Scharfe Schoten,2014,3,4,6.653,Arve D. F\\u00fchler,Zoch Verlag
Medina,2001,3,4,7.059,Stefan Dorra,999 Games
Murder Mystery Party  A Taste for Wine and Murder,1997,6,8,6.834,Larry Zacher,bePuzzled
Titicaca,2001,2,5,6.263,Corn\\u00e9 van Moorsel,Cwali
Zombiaki,2003,2,2,6.152,Adam Mnich,Portal Games
Word Basket,2002,2,8,6.196,Toshio Kobayashi,JAGA: Japan Games Association
Legends of the Old West,2004,2,8,7.258,Mark Latham,Warhammer Historical Wargames Ltd
Tiles,1995,2,3,5.848,Bruce Biskup,(Web published)
Never Call Retreat,1983,2,2,5.751,George Schandel,3W (World Wide Wargames)
Epic PVP  Fantasy,2015,2,4,6.549,Ryan Miller,Alderac Entertainment Group
Gruff  Clash of the Battle Goats,2017,2,2,7.28,Brent Critchfield,Studio Woe
Terminator Genisys  Rise of the Resistance,2018,1,4,8.368,Josh Derksen,River Horse Ltd.
Settlers of Catan  Rockman Edition,2005,3,4,7.281,Klaus Teuber,Capcom Co.
Biznes po polsku,2006,2,5,4.369,(Uncredited),Alexander
Das GROSSE und das kleine A,1996,3,9,6.362,Wolfgang Kramer,AMIGO
Danse Macabre,2010,2,2,5.086,Priit Isok,Revaler
Smiths of Winterforge,2018,1,6,6.965,Jennah Grimsey,Rule & Make
War between the States (first edition),1977,1,2,6.795,Irad B. Hardy,SPI (Simulations Publications
I Am Spartacus!,1992,2,2,6.428,Mike Markowitz,Kokusai-Tsushin Co.
\uc2ac\ub9ac\ud551\ud038\uc988,2005,2,5,6.424,Miranda Evarts,Gamewright
Battle Above the Clouds,2010,2,2,8.045,Ed Beach,Multi-Man Publishing
GoLong Football Dice Game,2008,1,2,5.295,(Uncredited),Front9
Showbiz,1985,2,8,6.156,Derek Carver,The Avalon Hill Game Co
Stronghold (2nd edition),2015,2,2,7.593,Ignacy Trzewiczek,Portal Games
The Awful Orphanage,2019,1,6,6.545,Tim Fisher,Workhouse Games
\u00a1M\u00cdA!,2018,1,6,6.605,Jesus Alvarez,CtrlAltCreative
Snail Race,2000,2,6,5.089,Pascal Bernard,Tilsit
TAJ,2015,2,4,6.139,Chris Handy,One Moment Games
ITC,1998,3,5,6.5,Valentin Herman,Fanfor-Verlag
Robotech  Attack on the SDF-1,2018,1,5,7.817,Darius Hambleton,Japanime Games
A Brief History of the World,2009,3,6,6.936,Gary Dicken,Ragnar Brothers
Dolmen,2015,2,4,6.997,Thomas Odenhoven,eggertspiele
Time Pirates,2000,3,6,5.579,Alan R. Moon,Piatnik
Deluxe Camping,2006,2,4,6.107,Vincent Everaert,Asmodee
Kivi,2016,2,4,4.783,Sheyla Bonnick,Peliko/Martinex Oy
Goosebumps  Terror in the Graveyard Game,1995,2,4,5.339,Craig Van Ness,MB Jeux
Schmuggler an Bord,1992,3,6,6.283,Detlef Wendt,Mancalamaro
Hexagony,1977,2,6,5.772,Ken Hodkinson,The Avalon Hill Game Co
A Study in Emerald (second edition),2015,2,5,6.956,Martin Wallace,Treefrog Games
Tension  The Crazy Naming Game,1992,4,0,5.518,(Uncredited),Cheatwell Games
\Scratch One Flat Top!\,1995,2,4,7.395,Peter Bertram,3W (World Wide Wargames)
Vagabondo,1979,2,6,5.625,Peter Forbes,Evermore Industries
Dwarfest,2014,2,6,6.051,Marco Belati,Il Barone Games S.r.l.
Gretchinz!,2018,2,4,6.39,Roberto Fraga,Devir Games
Marignan 1515,1995,2,2,6.409,Eric Simon (I),Vae Victis
1500  The New World,2017,2,6,5.349,Dan Verssen,Dan Verssen Games (DVG)
Burano,2015,2,4,6.798,Yu-Chen Tseng,Broadway Toys LTD
Proteus,2001,2,2,6.593,Francis K. Lalumiere,Steve Jackson Games
Pointless  The Board Game,2013,2,4,5.397,Children\s Games,University Games
Invasion Sicily,1998,2,2,6.994,Vance von Borries,GMT Games
Holiday!,1973,2,8,6.706,Sid Sackson,Research Games
Rex  Final Days of an Empire,2012,3,6,7.109,Bill Eberle,Fantasy Flight Games
Master Labyrinth,2007,2,4,5.762,Max J. Kobbert,Ravensburger Spieleverlag GmbH
Infinity Defiance,2020,1,4,9.281,Alberto Abal,Corvus Belli
Storm of Steel,2007,2,2,6.187,Joseph Miranda,Decision Games (I)
A Wing and a Prayer  Bombing the Reich,2016,1,2,7.466,Erik von Rossing,Lock n Load Publishing
Killing Parentless Children,2017,1,4,6.407,Jesse Labbe,Certifiable Studios
SpaceShipped,2019,1,1,7.042,Lucas Gentry,Button Shy
Googly Eyes,2008,4,12,4.699,(Uncredited),Alga
Cut and Run,1988,3,6,5.459,(Uncredited),Cut and Run Productions Ltd
Pizza XXL,2014,2,5,4.979,\\u0141ukasz Wo\\u017aniak,Egmont Polska
Waroong Wars (second edition),2018,3,5,7.059,Wikan Prabowo,Tabletoys Indonesia
Counterfeiters,2018,2,4,7.019,Olivier Bourgeois,Quined Games
Paco \u015cako,2017,2,2,7.815,Felix Albers,(Self-Published)
Dragon Strike,1993,2,6,6.245,Bruce Nesmith,Borras Plana S.A.
The Egyptian Campaign,2008,2,2,6.221,Joseph Miranda,Decision Games (I)
Frischfleisch,1999,2,6,6.116,Friedemann Friese,2F-Spiele
Welcome to the Dungeon,2013,2,4,6.645,Masato Uesugi,IELLO
Trivial Pursuit  90's Time Capsule Edition,2004,2,4,5.124,(Uncredited),Hasbro
Monopoly  Here and Now \u2013 The World Edition,2008,2,6,5.035,(Uncredited),Hasbro
Red Storm  The Air War Over Central Germany,2019,1,2,8.479,Douglas Bush,GMT Games
Cucco 21,2012,5,12,5.985,Wargames,Sugorokuya
Cutthroat Caverns,2007,3,6,6.562,Curt Covert,IELLO
Gentlemen Thieves,2012,2,5,6.238,Charles Chevallier,Bombyx
Troia,2019,2,2,6.895,Eloi Pujadas,GDM Games
Leagues of Adventure  Rocket Race,2014,2,6,6.492,Robin Elliott,Triple Ace Games
The Crew  The Quest for Planet Nine,2019,2,5,7.87,Thomas Sing,KOSMOS
Confrontation,2000,2,2,7.024,Jean Bey,Rackham
Champs de bataille  Soissons 486 et Poitiers 732,1996,2,2,6.636,St\\u00e9phane Martin,Vae Victis
L'Attaque,1909,2,2,6.071,Hermance Edan,(Self-Published)
Slasher Flick,1983,2,2,5.929,Donald Saxman,Steve Jackson Games
Walking on the Moon,2016,2,5,6.742,C\\u00e9sar G\\u00f3mez Bernardino,2D10
The Golden Wilderness,2013,2,5,6.912,Joseph Fatula,The Lumenaris Group
Rolling Bandits,2018,2,4,6.263,Trevor Benjamin,Blue Orange (EU)
Porta Nigra,2015,2,4,7.215,Michael Kiesling,eggertspiele
Legie,2005,2,2,5.507,Zbyn\\u011bk Vr\\u00e1na,Altar Games
Wiz-War,1983,2,4,6.886,Tom Jolly,(Web published)
Coimbra,2018,2,4,7.728,Flaminia Brasini,eggertspiele
Spanish Civil War Battles  Jarama,2003,2,2,4.89,Perry Moore,Decision Games (I)
1918  Operation Michel \u2013 March 21-30,1972,2,2,6.198,Jim Dunnigan,SPI (Simulations Publications
Irish Gauge,2014,3,5,7.353,Tom Russell,Capstone Games
Fjords,2005,2,2,6.736,Franz-Benno Delonge,999 Games
The Hundred Years War,1995,2,2,5.893,Joseph Miranda,Decision Games (I)
Myth Fortunes,1990,2,6,4.892,John Danovich,Mayfair Games
Robin Hood and the Merry Men,2018,1,5,6.981,Ivana Krstevski,Final Frontier Games
iKNOW,2012,2,6,6.343,Family Games,Albi
6 nimmt! Brettspiel,2019,2,6,6.556,Wolfgang Kramer,AMIGO
Corner the Market,1999,2,6,4.333,Nigel Cochrane,ProActive Games Inc.
Most Wanted,2018,2,8,6.786,Dominic Crapuchettes,North Star Games
My First Rummikub,1995,2,4,4.978,Ephraim Hertzano,Goliath B.V. (Board Game)
Dubble Kross,1991,3,10,7.0,(Uncredited),Red Oak Products
Nix f\u00fcr Ungut!,1996,2,5,6.267,J\\u00fcrgen P. Grunau,F.X. Schmid
Juwelenzauber,1991,1,4,5.583,Gerhard E. Kodys,Piatnik
Unlock! In Pursuit of Cabrakan,2018,1,6,6.916,Cyril Demaegd,Asmodee
Candy Match,2017,2,6,5.981,Reiner Knizia,Ediciones MasQueOca
Wind & Wetter,2007,2,4,5.18,Harald Lieske,Winning Moves Germany
Cirondo,1991,2,4,5.675,Angus Wright,Cirondo Games Company Limited
Field of Glory  Ancient and Medieval Wargaming Rules,2008,2,4,6.692,Simon Hall,Osprey Publishing
Cranium Super Showdown,2006,4,6,5.853,(Uncredited),Cranium
Star Trek Customizable Card Game (Second Edition),2002,2,2,6.708,Brad Defruiter,Decipher
Tightline,1982,2,4,3.0,(Uncredited),Splash Games
An Evening of Murder  Love & Marriage,1992,8,8,6.107,Lauri E. Hulse,Canada Games
Mutiny!,2003,2,5,5.676,Kevin Wilson,Fantasy Flight Games
Europa Universalis  The Price of Power,2020,1,6,8.721,Eivind Vetlesen,Aegir Games
Scene It? Movie Second Edition,2007,2,12,5.698,(Uncredited),Mattel
TonTon,2018,3,5,6.44,\\u9577\\u8c37\\u5ddd \\u767b\\u9bc9 (Tori Hasegawa),Happy Baobab
Gang Rush Breakout,2017,3,5,6.475,Galladur,Ankama
Flagship  Coyote Stands,2002,2,4,6.323,Dan Verssen,GMT Games
The Patrons of Venice,2004,3,5,6.726,Ken Stevens,Toccata Games
Munchkin Gloom,2015,2,5,6.506,Keith Baker,Atlas Games
Travspelet med V65,1982,2,6,5.796,Dan Glimne,Alga
Star Commander,1983,2,5,6.243,Bruce Whitefield,Historical Concepts
Kemet,2012,2,5,7.734,Jacques Bariot,Matagot
Gnomes at Midnight,2018,2,2,7.767,David Van Drunen,Analog Game Studios
Gouda! Gouda!,2002,2,6,5.241,Fr\\u00e9deric Moyersoen,Descartes Editeur
Careers,1955,2,6,5.806,James Cooke Brown,(Unknown)
Moscow 1941  The Enemy at the Gates,1987,2,2,5.977,David \\Zeb\\ Cook,TSR
Romance of the Three Kingdoms Card Game,1999,2,6,4.716,Fritz Pang,Romancing Cathay
Are You Afraid of the Dark?,1995,2,4,4.671,(Uncredited),Cardinal
Grass,1980,2,6,5.948,Jeff London,Euro Games
Manille,0,2,4,6.918,(Uncredited),(Public Domain)
Tybor the Builder,2017,2,4,6.987,Alexander Pfister,Lookout Games
Sky Galleons of Mars,1988,2,6,6.738,Frank Chadwick,Game Designers Workshop
Big City  20th Anniversary Jumbo Edition!,2019,2,4,7.922,Franz-Benno Delonge,Mercury Games
The Dragon & Flagon,2016,2,8,6.488,Geoff Engelstein,Stronghold Games
Bania,2014,2,4,5.738,Brian Yu,Mattel
Ecos  First Continent,2019,2,6,7.265,John D. Clair,Alderac Entertainment Group
Wok Star,2010,1,4,6.732,Tim Fowers,Fowers Games
Grand Prix,2016,2,11,7.181,Jeff Horger,GMT Games
Red Scare,2017,4,10,5.11,Benjamin Kanelos,Pandasaurus Games
Trafalgar,2009,2,0,6.536,Mark Latham,Warhammer Historical Wargames Ltd
Daring Dustbunnies,2019,2,5,8.372,Andy Hopwood,Hopwood Games
Vier auf einen Streich,2002,2,4,4.375,Haim Shafir,AMIGO
Word Slam Family,2018,3,99,7.193,Inka Brand,KOSMOS
Cartagena 2. The Pirate's Nest,2006,2,5,6.485,Leo Colovini,Corfix
Lemmings in Space,2001,2,8,5.481,Chris Clark (I),Inner City Games Designs
Pergamon,2011,2,4,6.924,Stefan Dorra,Eagle-Gryphon Games
Just4Fun,2005,2,4,5.801,J\\u00fcrgen P. Grunau,Competo / Marektoy
Jumbulaya,2007,2,4,6.022,Julie Archer,Platypus Games
Ludus Gladiatorius 2,2007,2,5,6.824,Doug Cowie,em4miniatures
Sk\u00e5\u00e5l,2004,3,6,5.477,Docteur Mops,Tilsit
Star Fleet Battles Cadet Training Manual,1992,1,2,7.267,Stephen V. Cole,Amarillo Design Bureau
No Dice,1987,2,4,6.809,Tom Braunlich,Decipher
Crystallo,2018,1,1,7.79,Liberty Kifer,Light Heart Games
Monster Trick,2015,2,5,6.515,Ralf zur Linde,Ravensburger Spieleverlag GmbH
Zombicide  Black Plague,2015,1,6,7.713,Rapha\\u00ebl Guiton,CMON Limited
Hopp hopp H\u00e4schen,2004,2,5,5.657,Reiner Knizia,Compaya.hu - Gamer Cafu00e9 Kft.
Pac-Man  The Board Game,2019,2,5,6.265,(Uncredited),Buffalo Games
Disastles,2018,2,5,7.423,Baumi,(Self-Published)
Les morts aux trousses,2006,3,6,6.354,Olivier Bernet,NekoCorp
Kibble Scuffle,2019,2,4,6.492,Keegan Acquaotta,WizKids
Heroica  Nathuz,2011,2,3,6.014,Bastiaan Brederode,LEGO
Bamboozle,1997,4,99,4.938,(Uncredited),Parker Brothers
Leonardo da Vinci,2006,2,5,6.764,Acchittocca,dV Giochi
Glory  The Battles of First & Second Manassas and Chickamauga,1995,1,2,6.478,Richard H. Berg,GMT Games
Never Have I Ever  The Game of Poor Life Decisions,2014,4,12,5.119,Comics: Marvel Universe,INI
Penguin Soccer,2007,2,2,5.562,Avri Klemer,(Web published)
Babylone,2003,2,2,5.529,Bruno Faidutti,Cocktail Games
Colourbrain  Disney Edition,2019,2,20,6.349,Crowdfunding: Kickstarter,Big Potato
Super Motherload,2015,2,4,7.421,Gavan Brown,Roxley
Marble Bobsleigh,2018,2,4,5.735,Justin Oh,Gemblo
Dorada,1988,2,4,6.194,Rudi Hoffmann,Ravensburger Spieleverlag GmbH
Pool Party,2018,2,4,5.41,Brad Ross,Blue Orange (EU)
Upon a Fable,2013,1,6,6.252,Mark C. MacKinnon,Dyskami Publishing Company
Cheers,1992,2,8,4.548,(Uncredited),Classic Games
Kalah,700,2,2,5.887,William Julius Champion Jr.,(Public Domain)
Sector 6,2017,1,6,6.214,Jaime Gonz\\u00e1lez Garc\\u00eda,Draco Ideas
Tumult Royale,2015,2,4,6.567,Klaus Teuber,Dino Toys s. r. o.
Upwords,1982,2,4,5.704,Elliot Rudell,CEFA (Celulosa Fabril S. A.)
The Battle of Five Armies,2005,2,2,6.999,Rick Priestley,Games Workshop Ltd.
Booo!,2017,2,6,6.387,Christophe Gonthier,Blackrock Games
Dungeons & Dragons  Wrath of Ashardalon Board Game,2011,1,5,7.16,Peter Lee,Wizards of the Coast
Animal Express,2007,2,5,5.411,Reiner Knizia,Tactic
Descent  Journeys in the Dark,2005,2,5,7.308,Kevin Wilson,Fantasy Flight Games
La Batalla de los Arapiles,1995,2,4,7.769,Jose Luis Arcon Dominguez,SIMTAC
Blueshift,2017,2,6,7.381,Ben Stenquist,Nebulous Games
Automobiles,2016,2,5,7.366,David Short,Alderac Entertainment Group
The Mysterious Forest,2016,2,4,5.865,Carlo A. Rossi,Hutter Trade GmbH + Co KG
Torgau,1974,2,2,6.982,Frank Chadwick,Game Designers Workshop
Steamopolis,2019,1,4,7.214,Gerhard Hecht,Corax Games
Tiki Topple Mini,2008,2,4,6.454,Keith Meyers,Egmont Polska
Scrabble Boggle,1972,1,8,6.202,Bill Cooke,Alga
Rommel in North Africa  The War in the Desert 1941-42,1986,2,2,6.758,Jon Southard,West End Games
Thousand Islands Railway,2012,3,5,5.793,Ferdinand K\\u00f6ther,Winsome Games
Atlantic Wall  D-Day to Falaise,2014,2,6,8.027,Joe Youst,Decision Games (I)
Curious George Match-a-Balloon Game,1957,1,4,3.667,Karl Scherer,Otto Maier Benelux B.V.
Dream Team,1997,2,6,4.924,Hartmut Witt,ABACUSSPIELE
Die Kutschfahrt zur Teufelsburg,2006,3,10,6.533,Michael Palm,Adlung-Spiele
Manhattan,1994,2,4,6.723,Andreas Seyfarth,Hans im Glu00fcck
Robin Hood,1991,2,6,5.569,Julian Musgrave,Laurin Verlag
That's Not Lemonade,2018,2,6,6.069,Matt Fantastic,Tuesday Knight Games
The New Science,2013,2,5,6.469,Dirk Knemeyer,Conquistador Games
Eagles of the Empire  Napoleon in the Desert,2002,2,2,5.045,Michael Bennighof,Avalanche Press Ltd.
World War II  European Theater of Operations,1973,2,6,5.757,Jim Dunnigan,SPI (Simulations Publications
Battle of the Bands,2001,2,4,5.763,Dan Smith,Dan Smith Industries
Progress  Evolution of Technology,2014,1,5,6.571,Agnieszka Kopera,NSKN Games
Renaissance Wars,2015,2,4,6.591,Karen Boginski,U.S. Games Systems
Planet,2018,2,4,6.809,Urtis \\u0160ulinskas,Blue Orange (EU)
Don't Be A Dork  The Ultimate Party Adventure Game!,2003,4,8,4.607,(Uncredited),Northern Games Co. Ltd.
Fire in Mississippi,1999,2,2,7.375,Scott Holmgren,Blue Guidon Games
The Battle of Tanga 1914,2015,1,2,6.703,Dennis Bishop,Legion Wargames LLC
The Battle of the Alma,1978,2,2,6.367,Frank Chadwick,Game Designers Workshop
Command Decision  Test of Battle,2006,2,2,8.094,Frank Chadwick,Test of Battle Games
Apache,1981,2,6,5.114,S. Craig Taylor,Yaquinto
Funkoverse Strategy Game  DC 2-Pack,2019,2,2,7.634,Prospero Hall,Funko Games
Bittereinder,2000,2,2,6.243,Hjalmar Gerber,Against the Odds
Blood Bowl Companion,1990,2,2,6.669,Jervis Johnson,Games Workshop Ltd.
Simurgh,2015,2,5,6.775,Pierluca Zizzi,Baldar
Harbour,2015,1,4,6.563,Scott Almes,Tasty Minstrel Games
Monopoly Junior  Travel Edition,1991,2,4,4.27,Jim Keifer,Parker Brothers
Ladybohn  Manche m\u00f6gen's heiss!,2007,3,5,6.977,Uwe Rosenberg,AMIGO
Uncharted  The Board Game,2012,1,4,6.515,Hayato Kisaragi,Bandai
The Hobbit  An Unexpected Journey Deck-Building Game,2014,2,5,7.009,Erik V Larsen,Cryptozoic Entertainment
Tem-Purr-A,2011,3,10,6.078,Kuraki Mura,Albi
Hard Vacuum,2000,2,8,7.313,Darrell Hayhurst,Fat Messiah Games
DaVinci's Mancala,2005,2,2,5.896,Paul Micarelli,Briarpatch
Viticulture,2013,2,6,7.625,Jamey Stegmaier,Stonemaier Games
Voyage of the Dawn Treader,1983,2,4,4.8,Paul J. Gruen,David C. Cook Publishing
Neue Heimat,2007,2,5,7.303,Klaus Zoch,Chili Spiele
Santa VS Jesus,2016,4,16,5.214,David McGranaghan,Komo Games LTD
Postcard Cthulhu,2014,1,6,5.827,Joseph Limbaugh,(Web published)
Home on Lagrange,2018,2,5,6.882,Jordan Anderson-Hyland,Grizzly Games LTD
Viva Pamplona!,1992,2,6,6.37,Wolfgang Kramer,F.X. Schmid
S\u00e4rge schubsen,2015,2,6,6.004,Thierry Chapeau,Drei Magier Spiele
Construction Zone,2012,2,4,5.888,Oliver Sihiveer,Brain Games
Knallbonbon,1991,4,6,4.333,Joe Nikisch,Hexagames (I)
A Game of Thrones  The Card Game (Second Edition),2015,2,4,7.641,Nate French,Fantasy Flight Games
QANGO,2016,2,2,5.841,Klaus Burmester,QANGO Verlag
Fauna Kompakt,2011,2,8,6.818,Friedemann Friese,HUCH!
Veld Railroads,2003,3,6,6.832,John Bohrer,Winsome Games
3 to 4 Headed Monster,2016,3,4,4.649,Trevor Cram,Tasty Minstrel Games
Cineplexity,2007,4,10,5.706,JonMichael Rasmus,Out of the Box Publishing
Ben Hur,1987,2,6,6.635,Jean du Po\\u00ebl,Fagus
Arcanya  Magic Academy,2015,3,10,6.558,Oscar Iglesias,Holocubierta Ediciones
The Very Hungry Caterpillar Game,2006,2,4,3.602,(Uncredited),Damm / Egmont
The Hobbit  An Unexpected Journey \u2013 Das Kartenspiel,2012,2,4,5.596,Reiner Knizia,Ravensburger Spieleverlag GmbH
Star Maps,2017,1,4,6.569,Bryan Fischer,MS Edizioni
Sea Kings,2015,2,6,5.401,Lewis Pulsipher,Worthington Publishing
Myth  Dark Frontier,2017,2,4,7.172,Adam Sadler,MegaCon Games
Roll and Score Tic Tac Dice,1975,2,2,4.2,(Uncredited),E.S. Lowe
Malefiz,1960,2,6,5.428,Werner Sch\\u00f6ppner,(Unknown)
Stworze International Edition,2018,1,5,7.871,Grzegorz Arabczyk,Underworld Kingdom
Frachtexpress,2001,3,4,6.313,James Kyle,franjos Spieleverlag
Pixel Glory,2014,2,4,6.674,Frank Alberts,Zafty Games (Zafty)
The Scepter of Zavandor,2004,2,6,6.987,Jens Dr\\u00f6gem\\u00fcller,Lookout Games
Have You Herd?,2008,2,4,5.642,Karol Borsuk,Winning Moves Games (USA)
Blood & Sand,2012,2,2,6.284,Richard H. Berg,Worthington Games
Conquest,1972,2,2,6.773,Donald Benge,(Self-Published)
Kraken-Alarm,2010,2,4,5.912,Oliver Igelhaut,Competo / Marektoy
Street Illegal,2002,1,7,5.722,Heinrich Glumpler,Edition Erlku00f6nig
I Hate Zombies,2015,2,12,5.248,Kevin Wilson,BoardGameGeek
Scene It? The Simpsons Edition,2009,2,12,5.585,(Uncredited),Screenlife
Machina II  Prze\u0142adowanie,2006,2,4,5.309,Ignacy Trzewiczek,Portal Games
